experience_level,job_title,salary_in_usd,remote_ratio,company_location,company_size,gender,location,salary_currency,salary,bonus_stocks_usd
SE,Data Scientist,245000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,185000.0,0.0,,M,Unknown,,,,
MI,Data Engineer,154000.0,0.0,,M,Unknown,,,,
MI,Data Engineer,103000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,80000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,70000.0,0.0,,M,Unknown,,,,
EX,Data Engineer,250000.0,0.0,,M,Unknown,,,,
EX,Data Engineer,225000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,90000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,80000.0,0.0,,M,Unknown,,,,
MI,Data Analyst,61520.0,0.0,,M,Unknown,,,,
MI,Data Analyst,49216.0,0.0,,M,Unknown,,,,
SE,Data Engineer,205000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,167500.0,0.0,,M,Unknown,,,,
SE,Data Scientist,202600.0,100.0,,M,Unknown,,,,
SE,Data Scientist,168800.0,100.0,,M,Unknown,,,,
SE,Data Scientist,164000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,130000.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,240000.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,220000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,168000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,130000.0,100.0,,M,Unknown,,,,
SE,Data Engineer,185900.0,0.0,,M,Unknown,,,,
SE,Data Engineer,129300.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,297300.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,198200.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,190000.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,156000.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,205000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,152000.0,0.0,,M,Unknown,,,,
SE,Data Science Practitioner,196500.0,0.0,,M,Unknown,,,,
SE,Data Science Practitioner,97300.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,260000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,192000.0,0.0,,M,Unknown,,,,
SE,Applied Scientist,216000.0,100.0,,M,Unknown,,,,
SE,Applied Scientist,184000.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,192000.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,164000.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,227700.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,154836.0,100.0,,M,Unknown,,,,
SE,Data Scientist,160000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,140000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,168000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,130000.0,100.0,,M,Unknown,,,,
MI,Machine Learning Engineer,285000.0,0.0,,L,Unknown,,,,
MI,Machine Learning Engineer,190000.0,0.0,,L,Unknown,,,,
MI,Research Scientist,405000.0,0.0,,L,Unknown,,,,
MI,Research Scientist,270000.0,0.0,,L,Unknown,,,,
MI,Data Engineer,214300.0,0.0,,M,Unknown,,,,
MI,Data Engineer,108500.0,0.0,,M,Unknown,,,,
MI,Data Scientist,145000.0,100.0,,M,Unknown,,,,
MI,Data Scientist,115000.0,100.0,,M,Unknown,,,,
MI,Data Science Engineer,130000.0,100.0,,M,Unknown,,,,
MI,Data Science Engineer,113000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,194500.0,0.0,,M,Unknown,,,,
SE,Data Scientist,110250.0,0.0,,M,Unknown,,,,
SE,Data Scientist,295000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,177300.0,0.0,,M,Unknown,,,,
MI,Data Analyst,55368.0,100.0,,M,Unknown,,,,
MI,Data Analyst,44294.0,100.0,,M,Unknown,,,,
SE,Data Scientist,136000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,104000.0,100.0,,M,Unknown,,,,
MI,Applied Scientist,222200.0,0.0,,L,Unknown,,,,
MI,Applied Scientist,136000.0,0.0,,L,Unknown,,,,
SE,Applied Scientist,192000.0,100.0,,M,Unknown,,,,
SE,Applied Scientist,164000.0,100.0,,M,Unknown,,,,
EN,Data Engineer,220000.0,0.0,,M,Unknown,,,,
EN,Data Engineer,187000.0,0.0,,M,Unknown,,,,
EX,Director of Data Science,353200.0,0.0,,M,Unknown,,,,
EX,Director of Data Science,249300.0,0.0,,M,Unknown,,,,
SE,Data Analyst,85000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,79000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,214500.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,132600.0,0.0,,M,Unknown,,,,
SE,Data Engineer,131000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,130000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,153600.0,0.0,,M,Unknown,,,,
SE,Data Scientist,106800.0,0.0,,M,Unknown,,,,
SE,Applied Scientist,220000.0,100.0,,M,Unknown,,,,
SE,Applied Scientist,163000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,168000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,130000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,107400.0,0.0,,M,Unknown,,,,
SE,Data Scientist,101500.0,0.0,,M,Unknown,,,,
EX,Data Manager,80000.0,0.0,,M,Unknown,,,,
EX,Data Manager,70000.0,0.0,,M,Unknown,,,,
MI,Data Engineer,80976.0,50.0,,M,Unknown,,,,
MI,Research Scientist,300000.0,0.0,,M,Unknown,,,,
MI,Research Scientist,100000.0,0.0,,M,Unknown,,,,
SE,Data Architect,175000.0,100.0,,M,Unknown,,,,
SE,Data Architect,135000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,164000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,130000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,300000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,211000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,276000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,184000.0,0.0,,M,Unknown,,,,
MI,Data Analyst,115000.0,100.0,,M,Unknown,,,,
MI,Data Analyst,110000.0,100.0,,M,Unknown,,,,
SE,Data Engineer,139810.0,0.0,,M,Unknown,,,,
SE,Data Engineer,95325.0,0.0,,M,Unknown,,,,
SE,Data Analyst,167000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,150000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,144000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,96000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,140000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,125000.0,0.0,,M,Unknown,,,,
SE,Analytics Engineer,145000.0,100.0,,M,Unknown,,,,
SE,Analytics Engineer,116000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,161000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,116300.0,0.0,,M,Unknown,,,,
SE,Data Analyst,140000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,125000.0,0.0,,M,Unknown,,,,
SE,Data Architect,175564.0,100.0,,M,Unknown,,,,
SE,Data Architect,144854.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,225000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,166000.0,0.0,,M,Unknown,,,,
SE,Analytics Engineer,190000.0,0.0,,M,Unknown,,,,
SE,Analytics Engineer,150000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,225000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,166000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,151300.0,100.0,,M,Unknown,,,,
SE,Data Scientist,126100.0,100.0,,M,Unknown,,,,
SE,Research Engineer,190000.0,0.0,,M,Unknown,,,,
SE,Research Engineer,152000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,202600.0,100.0,,M,Unknown,,,,
SE,Data Scientist,168800.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,190000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,150000.0,0.0,,M,Unknown,,,,
EX,Data Analyst,180000.0,100.0,,M,Unknown,,,,
EX,Data Analyst,125000.0,100.0,,M,Unknown,,,,
SE,Business Intelligence Analyst,113000.0,0.0,,M,Unknown,,,,
SE,Business Intelligence Analyst,90400.0,0.0,,M,Unknown,,,,
SE,Business Intelligence Engineer,204300.0,0.0,,M,Unknown,,,,
SE,Business Intelligence Engineer,139000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,282000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,208000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,185000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,124000.0,0.0,,M,Unknown,,,,
SE,Research Scientist,240000.0,0.0,,M,Unknown,,,,
SE,Research Scientist,157000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,212800.0,0.0,,L,Unknown,,,,
SE,Machine Learning Engineer,111600.0,0.0,,L,Unknown,,,,
SE,Data Architect,183000.0,0.0,,M,Unknown,,,,
SE,Data Architect,147000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,169000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,91000.0,0.0,,M,Unknown,,,,
SE,Data Architect,210000.0,0.0,,M,Unknown,,,,
SE,Data Architect,160000.0,0.0,,M,Unknown,,,,
MI,Data Analyst,70900.0,0.0,,M,Unknown,,,,
MI,Data Analyst,49000.0,0.0,,M,Unknown,,,,
SE,Data Architect,193000.0,0.0,,M,Unknown,,,,
SE,Data Architect,128000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,168000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,130000.0,0.0,,M,Unknown,,,,
MI,Data Engineer,154000.0,0.0,,M,Unknown,,,,
MI,Data Engineer,103000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,93918.0,0.0,,M,Unknown,,,,
SE,Data Analyst,51962.0,0.0,,M,Unknown,,,,
SE,Data Scientist,180000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,160000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,140000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,140000.0,0.0,,M,Unknown,,,,
MI,Data Engineer,275000.0,0.0,,M,Unknown,,,,
MI,Data Engineer,243000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,215000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,160000.0,0.0,,M,Unknown,,,,
EX,Data Engineer,174500.0,0.0,,M,Unknown,,,,
EX,Data Engineer,113000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,125000.0,100.0,,M,Unknown,,,,
SE,Data Analyst,80000.0,100.0,,M,Unknown,,,,
SE,Data Engineer,145000.0,100.0,,M,Unknown,,,,
SE,Data Engineer,115000.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,260000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,160000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,202000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,140000.0,100.0,,M,Unknown,,,,
MI,Data Scientist,96313.0,100.0,,S,Unknown,,,,
SE,Machine Learning Engineer,250000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,140000.0,0.0,,M,Unknown,,,,
MI,Data Analyst,48585.0,100.0,,M,Unknown,,,,
MI,Data Analyst,43187.0,100.0,,M,Unknown,,,,
SE,Data Science Manager,204000.0,100.0,,M,Unknown,,,,
SE,Data Science Manager,127500.0,100.0,,M,Unknown,,,,
SE,Data Analyst,145500.0,0.0,,M,Unknown,,,,
SE,Data Analyst,108000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,206000.0,100.0,,M,Unknown,,,,
SE,Data Engineer,175100.0,100.0,,M,Unknown,,,,
SE,Data Analyst,122500.0,100.0,,M,Unknown,,,,
SE,Data Analyst,82500.0,100.0,,M,Unknown,,,,
SE,Data Manager,110400.0,0.0,,M,Unknown,,,,
SE,Data Manager,68000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,190000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,160000.0,100.0,,M,Unknown,,,,
SE,Data Analyst,95000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,75000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,136000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,104000.0,100.0,,M,Unknown,,,,
MI,Data Analyst,130000.0,0.0,,M,Unknown,,,,
MI,Data Analyst,105000.0,0.0,,M,Unknown,,,,
MI,Data Engineer,154000.0,0.0,,M,Unknown,,,,
MI,Data Engineer,103000.0,0.0,,M,Unknown,,,,
MI,Director of Data Science,217000.0,0.0,,M,Unknown,,,,
MI,Director of Data Science,192000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,170000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,100000.0,0.0,,M,Unknown,,,,
SE,Data Specialist,90000.0,0.0,,M,Unknown,,,,
SE,Data Specialist,60000.0,0.0,,M,Unknown,,,,
SE,AI Engineer,350000.0,0.0,,M,Unknown,,,,
SE,AI Engineer,168000.0,0.0,,M,Unknown,,,,
SE,Data Science Manager,234900.0,0.0,,M,Unknown,,,,
SE,Data Science Manager,113500.0,0.0,,M,Unknown,,,,
SE,Data Engineer,385000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,245000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,255000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,255000.0,0.0,,M,Unknown,,,,
SE,Data Visualization Engineer,170200.0,0.0,,M,Unknown,,,,
SE,Data Visualization Engineer,83900.0,0.0,,M,Unknown,,,,
SE,Data Science Practitioner,170200.0,0.0,,M,Unknown,,,,
SE,Data Science Practitioner,83900.0,0.0,,M,Unknown,,,,
SE,Data Engineer,202500.0,0.0,,M,Unknown,,,,
SE,Data Engineer,177500.0,0.0,,M,Unknown,,,,
SE,Data Scientist,308000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,144000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,130000.0,100.0,,M,Unknown,,,,
SE,Data Engineer,101570.0,100.0,,M,Unknown,,,,
SE,Data Engineer,300000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,150000.0,0.0,,M,Unknown,,,,
SE,Applied Scientist,222200.0,0.0,,L,Unknown,,,,
SE,Applied Scientist,136000.0,0.0,,L,Unknown,,,,
SE,Data Manager,145000.0,0.0,,M,Unknown,,,,
SE,Data Manager,130000.0,0.0,,M,Unknown,,,,
SE,Data Modeler,155000.0,100.0,,L,Unknown,,,,
SE,Data Modeler,130000.0,100.0,,L,Unknown,,,,
SE,Data Scientist,240000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,180000.0,100.0,,M,Unknown,,,,
SE,AI Engineer,170200.0,0.0,,M,Unknown,,,,
SE,AI Engineer,83900.0,0.0,,M,Unknown,,,,
SE,Data Scientist,210000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,165000.0,0.0,,M,Unknown,,,,
SE,Research Scientist,300000.0,0.0,,M,Unknown,,,,
SE,Research Scientist,150000.0,0.0,,M,Unknown,,,,
SE,ML Engineer,300000.0,0.0,,M,Unknown,,,,
SE,ML Engineer,150000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,212800.0,0.0,,L,Unknown,,,,
SE,Data Scientist,111600.0,0.0,,L,Unknown,,,,
SE,Data Engineer,213600.0,0.0,,M,Unknown,,,,
SE,Data Engineer,103200.0,0.0,,M,Unknown,,,,
SE,Data Scientist,230000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,153000.0,100.0,,M,Unknown,,,,
SE,Research Engineer,308000.0,0.0,,M,Unknown,,,,
SE,Research Engineer,190400.0,0.0,,M,Unknown,,,,
SE,Data Scientist,204000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,127500.0,100.0,,M,Unknown,,,,
MI,Data Scientist,250000.0,0.0,,M,Unknown,,,,
MI,Data Scientist,125000.0,0.0,,M,Unknown,,,,
SE,Research Engineer,385000.0,0.0,,M,Unknown,,,,
SE,Research Engineer,310000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,120000.0,100.0,,M,Unknown,,,,
SE,Data Analyst,88000.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,158000.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,108000.0,100.0,,M,Unknown,,,,
SE,Data Engineer,385000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,310000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,247300.0,0.0,,M,Unknown,,,,
SE,Data Engineer,139700.0,0.0,,M,Unknown,,,,
SE,Data Scientist,240000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,180000.0,100.0,,M,Unknown,,,,
SE,Data Engineer,130000.0,100.0,,M,Unknown,,,,
SE,Data Engineer,101570.0,100.0,,M,Unknown,,,,
SE,Data Scientist,210000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,165000.0,0.0,,M,Unknown,,,,
SE,AI Engineer,170200.0,0.0,,M,Unknown,,,,
SE,AI Engineer,83900.0,0.0,,M,Unknown,,,,
SE,Applied Scientist,222200.0,0.0,,L,Unknown,,,,
SE,Applied Scientist,136000.0,0.0,,L,Unknown,,,,
MI,Data Engineer,169000.0,0.0,,M,Unknown,,,,
MI,Data Engineer,91000.0,0.0,,M,Unknown,,,,
EN,Data Scientist,135000.0,0.0,,M,Unknown,,,,
EN,Data Scientist,110000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,129192.0,0.0,,M,Unknown,,,,
SE,Data Engineer,98432.0,0.0,,M,Unknown,,,,
MI,AI Engineer,369120.0,0.0,,M,Unknown,,,,
MI,AI Engineer,40680.0,0.0,,M,Unknown,,,,
SE,Research Scientist,150000.0,100.0,,M,Unknown,,,,
SE,Research Scientist,130000.0,100.0,,M,Unknown,,,,
SE,Data Engineer,128000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,81500.0,0.0,,M,Unknown,,,,
SE,Data Architect,306000.0,100.0,,M,Unknown,,,,
SE,Data Architect,204000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,185900.0,0.0,,M,Unknown,,,,
SE,Data Scientist,129300.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,204500.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,142200.0,0.0,,M,Unknown,,,,
MI,Machine Learning Engineer,75577.0,0.0,,M,Unknown,,,,
EN,Data Engineer,18000.0,50.0,,M,Unknown,,,,
MI,Data Analyst,369120.0,0.0,,M,Unknown,,,,
MI,Data Analyst,61520.0,0.0,,M,Unknown,,,,
EX,Head of Data,270000.0,100.0,,M,Unknown,,,,
EX,Head of Data,200000.0,100.0,,M,Unknown,,,,
MI,Data Scientist,204500.0,0.0,,M,Unknown,,,,
MI,Data Scientist,142200.0,0.0,,M,Unknown,,,,
MI,Data Analyst,92280.0,0.0,,M,Unknown,,,,
MI,Data Analyst,67672.0,0.0,,M,Unknown,,,,
SE,Data Engineer,188600.0,0.0,,M,Unknown,,,,
SE,Data Engineer,111550.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,230000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,160000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,247300.0,0.0,,M,Unknown,,,,
SE,Data Engineer,139700.0,0.0,,M,Unknown,,,,
SE,AI Engineer,360000.0,0.0,,M,Unknown,,,,
SE,AI Engineer,240000.0,0.0,,M,Unknown,,,,
SE,ETL Developer,129100.0,0.0,,M,Unknown,,,,
SE,ETL Developer,111400.0,0.0,,M,Unknown,,,,
SE,Data Analyst,135000.0,100.0,,M,Unknown,,,,
SE,Data Analyst,110000.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,214500.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,132600.0,0.0,,M,Unknown,,,,
SE,Data Analyst,120000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,100000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,242921.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,170045.0,0.0,,M,Unknown,,,,
SE,Data Engineer,225000.0,100.0,,M,Unknown,,,,
SE,Data Engineer,175000.0,100.0,,M,Unknown,,,,
MI,Data Scientist,180000.0,0.0,,M,Unknown,,,,
MI,Data Scientist,162000.0,0.0,,M,Unknown,,,,
SE,Data Architect,175000.0,0.0,,M,Unknown,,,,
SE,Data Architect,90000.0,0.0,,M,Unknown,,,,
EN,Data Scientist,156450.0,0.0,,M,Unknown,,,,
EN,Data Scientist,119200.0,0.0,,M,Unknown,,,,
SE,Data Scientist,245000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,185000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,214500.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,132600.0,0.0,,M,Unknown,,,,
MI,Data Scientist,154800.0,0.0,,M,Unknown,,,,
MI,Data Scientist,76300.0,0.0,,M,Unknown,,,,
SE,Data Scientist,178600.0,0.0,,M,Unknown,,,,
SE,Data Scientist,88600.0,0.0,,M,Unknown,,,,
SE,Research Scientist,248100.0,0.0,,M,Unknown,,,,
SE,Research Scientist,145900.0,0.0,,M,Unknown,,,,
SE,Data Analyst,93919.0,100.0,,M,Unknown,,,,
SE,Data Analyst,51962.0,100.0,,M,Unknown,,,,
SE,Data Scientist,207345.0,100.0,,M,Unknown,,,,
SE,Data Scientist,180300.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,200000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,140000.0,0.0,,M,Unknown,,,,
SE,Analytics Engineer,205000.0,0.0,,M,Unknown,,,,
SE,Analytics Engineer,167500.0,0.0,,M,Unknown,,,,
SE,Data Analyst,140000.0,100.0,,M,Unknown,,,,
SE,Data Analyst,110000.0,100.0,,M,Unknown,,,,
SE,Data Scientist,228045.0,100.0,,M,Unknown,,,,
SE,Data Scientist,198300.0,100.0,,M,Unknown,,,,
SE,Data Engineer,150000.0,100.0,,M,Unknown,,,,
SE,Data Engineer,140000.0,100.0,,M,Unknown,,,,
SE,Data Analyst,100000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,75000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,48585.0,0.0,,M,Unknown,,,,
SE,Data Scientist,38868.0,0.0,,M,Unknown,,,,
MI,BI Developer,100000.0,0.0,,M,Unknown,,,,
MI,BI Developer,75000.0,0.0,,M,Unknown,,,,
MI,Data Scientist,78125.0,0.0,,M,Unknown,,,,
MI,Data Scientist,40423.0,0.0,,M,Unknown,,,,
SE,Data Modeler,140000.0,0.0,,M,Unknown,,,,
SE,Data Modeler,100000.0,0.0,,M,Unknown,,,,
MI,Data Analytics Manager,125000.0,0.0,,M,Unknown,,,,
MI,Data Analytics Manager,120000.0,0.0,,M,Unknown,,,,
SE,Business Intelligence Analyst,127000.0,0.0,,M,Unknown,,,,
SE,Business Intelligence Analyst,99000.0,0.0,,M,Unknown,,,,
MI,Data Engineer,130000.0,100.0,,M,Unknown,,,,
MI,Data Engineer,120000.0,100.0,,M,Unknown,,,,
SE,Business Intelligence Analyst,194500.0,100.0,,M,Unknown,,,,
SE,Business Intelligence Analyst,132320.0,100.0,,M,Unknown,,,,
SE,Data Engineer,135000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,90000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,223602.0,0.0,,M,Unknown,,,,
SE,Data Analyst,143520.0,0.0,,M,Unknown,,,,
SE,Machine Learning Scientist,180000.0,0.0,,M,Unknown,,,,
SE,Machine Learning Scientist,140000.0,0.0,,M,Unknown,,,,
MI,Data Scientist,180000.0,0.0,,M,Unknown,,,,
MI,Data Scientist,162000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,121809.0,100.0,,M,Unknown,,,,
SE,Data Engineer,83667.0,100.0,,M,Unknown,,,,
SE,Data Analyst,120350.0,100.0,,M,Unknown,,,,
SE,Data Analyst,74400.0,100.0,,M,Unknown,,,,
SE,Data Scientist,185000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,123000.0,0.0,,M,Unknown,,,,
MI,Data Engineer,140000.0,100.0,,M,Unknown,,,,
MI,Data Engineer,90000.0,100.0,,M,Unknown,,,,
SE,Machine Learning Engineer,214500.0,0.0,,M,Unknown,,,,
SE,Machine Learning Engineer,132600.0,0.0,,M,Unknown,,,,
SE,Data Engineer,154000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,103000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,90000.0,100.0,,M,Unknown,,,,
SE,Data Analyst,80000.0,100.0,,M,Unknown,,,,
EX,Data Manager,140000.0,0.0,,M,Unknown,,,,
EX,Data Manager,100000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,170000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,100000.0,0.0,,M,Unknown,,,,
MI,Data Analyst,115000.0,0.0,,M,Unknown,,,,
MI,Data Analyst,105000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,296100.0,0.0,,M,Unknown,,,,
SE,Data Scientist,144500.0,0.0,,M,Unknown,,,,
EN,Data Engineer,220000.0,0.0,,M,Unknown,,,,
EN,Data Engineer,187000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,118600.0,0.0,,M,Unknown,,,,
SE,Data Analyst,96800.0,0.0,,M,Unknown,,,,
EN,Data Scientist,100000.0,100.0,,M,Unknown,,,,
MI,Machine Learning Engineer,48585.0,100.0,,M,Unknown,,,,
MI,Data Analyst,142000.0,0.0,,M,Unknown,,,,
MI,Data Analyst,128000.0,0.0,,M,Unknown,,,,
SE,ETL Developer,99500.0,0.0,,M,Unknown,,,,
SE,ETL Developer,53300.0,0.0,,M,Unknown,,,,
SE,Data Engineer,210000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,165000.0,0.0,,M,Unknown,,,,
SE,Research Scientist,172000.0,0.0,,M,Unknown,,,,
SE,Research Scientist,125000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,250000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,190000.0,0.0,,M,Unknown,,,,
SE,Research Engineer,245000.0,0.0,,M,Unknown,,,,
SE,Research Engineer,245000.0,0.0,,M,Unknown,,,,
SE,Data Architect,234900.0,0.0,,M,Unknown,,,,
SE,Data Architect,68400.0,0.0,,M,Unknown,,,,
SE,Data Scientist,155000.0,0.0,,M,Unknown,,,,
SE,Data Scientist,139000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,142000.0,0.0,,M,Unknown,,,,
SE,Data Analyst,128000.0,0.0,,M,Unknown,,,,
SE,Research Engineer,172000.0,0.0,,M,Unknown,,,,
SE,Research Engineer,125000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,128000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,81500.0,0.0,,M,Unknown,,,,
MI,Data Engineer,167500.0,0.0,,M,Unknown,,,,
MI,Data Engineer,106500.0,0.0,,M,Unknown,,,,
MI,Data Engineer,150000.0,100.0,,M,Unknown,,,,
MI,Data Engineer,100000.0,100.0,,M,Unknown,,,,
SE,Data Analyst,139600.0,0.0,,M,Unknown,,,,
SE,Data Analyst,85700.0,0.0,,M,Unknown,,,,
EN,Azure Data Engineer,100000.0,0.0,,S,Unknown,,,,
SE,Data Engineer,143000.0,0.0,,M,Unknown,,,,
SE,Data Engineer,95000.0,0.0,,M,Unknown,,,,
SE,Data Manager,145000.0,0.0,,M,Unknown,,,,
